pathway	TE16SAAA_S70	TE16SAAB_S71	TE16SAAC_S72	TE16SAAD_S73	TE16SABA_S74	TE16SABB_S75	TE16SABC_S76	TE16SABD_S77	TE16SACA_S78	TE16SACB_S79	TE16SACC_S80	TE16SACD_S81	TE16SADA_S82	TE16SADB_S83	TE16SADC_S84	TE16SADD_S85	TE16SAEA_S86	TE16SAEB_S87	TE16SAEC_S88	TE16SAED_S89	TE16SBAA_S90	TE16SBAB_S91	TE16SBAC_S92	TE16SBAD_S93	TE16SBBA_S94	TE16SBBB_S95	TE16SBBC_S96	TE16SBBD_S97	TE16SBCA_S98	TE16SBCB_S99	TE16SBCC_S100	TE16SBCD_S101	TE16SBDA_S102	TE16SBDB_S103	TE16SBDC_S104	TE16SBDD_S105	TE16SBEA_S106	TE16SBEB_S107	TE16SBEC_S108	TE16SBED_S109	TE16SCAA_S110	TE16SCAB_S111	TE16SCAC_S112	TE16SCAD_S113	TE16SCBA_S114	TE16SCBB_S115	TE16SCBC_S116	TE16SCBD_S117	TE16SCCB_S118	TE16SCCC_S119	TE16SCCD_S120	TE16SCDA_S121	TE16SCDB_S122	TE16SCDC_S123	TE16SCDD_S124	TE16SCEA_S125	TE16SCEB_S126	TE16SCEC_S127	TE16SCED_S128	TE16SDAA_S129	TE16SDAB_S130	TE16SDAC_S131	TE16SDAD_S132	TE16SDBA_S133	TE16SDBB_S134	TE16SDBC_S135	TE16SDBD_S136	TE16SDCB_S137	TE16SDCC_S138	TE16SDCD_S139	TE16SDDA_S140	TE16SDDB_S141	TE16SDDC_S142	TE16SDDD_S143	TE16SDEA_S144	TE16SDEB_S145	TE16SDEC_S146	TE16SDED_S147	TE16SEAA_S148	TE16SEAB_S149	TE16SEAC_S150	TE16SEAD_S151	TE16SEBA_S152	TE16SEBB_S153	TE16SEBC_S154	TE16SEBD_S155	TE16SECA_S156	TE16SECB_S157	TE16SECC_S158	TE16SECD_S159	TE16SEDA_S160	TE16SEDB_S161	TE16SEDC_S162	TE16SEDD_S163	TE16SEEA_S164	TE16SEEB_S165	TE16SEEC_S166	TE16SEED_S167
PWY-6731	0.0	0.0	0.0	0.0	0.0	0.0	13.765552950755167	0.0	17.756777574869457	11.043316142100297	29.538935297348228	25.11541981452779	0.0	0.0	0.0	9.605946533848813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.489451439123634	7.339305366861206	12.223654907186242	0.0	20.992871429396313	20.658638840922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.48081030601225	3.26815217711111	0.0	0.0	0.0	0.0	0.0	26.455305221258996	28.19331681712246	0.0	0.0	2.463228549376523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.278192669208657	0.0	0.0	0.0	0.0	13.786445649740626	0.0	0.0	0.0	0.0	3.633714648128189	0.0	26.50121160548799	0.0	0.0	0.0	36.21010087759244	17.1714895488163	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6737	4491.248703794279	5480.5064087773935	5470.545933666361	5531.565379422611	5380.26672395831	5117.799561672881	5646.279624014007	5923.093080521816	19903.13091151835	8378.361782325373	14837.328245835242	16103.989858661738	20449.121772582745	6835.901496614751	11701.615742145465	11921.894725499462	16950.886004080756	12628.593625830916	12747.320133317973	14006.24261036313	5781.3516875620135	5838.758218367757	4482.779132032455	7785.336950714943	6866.996515529412	5959.739864153528	5114.582548623917	9335.81535558971	19520.02346077152	15960.546991040714	12645.914672880328	16564.798079304266	15035.002932729285	16551.537018849383	14177.719624157775	12278.95505513375	20294.63755283676	10320.372604992166	10942.383981034205	12450.757298321152	6365.169473103416	7134.3120024596265	9965.054742707176	18196.89085194397	9456.483593108467	7910.190013258638	8877.189493122149	16065.991129741875	18674.1407125494	12487.150647600356	22332.391639259688	23963.079371037056	11486.735103362416	13957.780981569183	10930.839522670445	22927.117330358476	13911.075402941142	19944.702614378486	18789.077952865002	8794.212027844304	5460.691229715049	6992.9920182335545	8672.003833271257	5688.227440731515	4919.661788140193	7123.61339742375	7544.277343132072	14031.207476547072	16642.861057765425	21739.85613728089	18265.57799759363	10293.971706459793	17142.274748263255	21723.975646850016	23730.879498395152	22318.68694329789	19149.67774790373	24007.194139045616	7059.99295801911	8530.411004295753	11941.943734543349	8823.265118690426	15523.912514477317	5922.103736227959	8144.962311781061	6892.959257640699	14415.27074813952	12682.877409257288	21854.69913780279	11968.286845641487	30507.6366620548	12839.124468999064	14606.69861669081	16870.575566074454	18926.619029450423	22901.111054227953	21234.818058474037	10812.344838012861
PWY-6749	71.88081696464249	67.5754991366179	67.90876210395889	59.91959436996178	35.97266488361285	48.94279926155766	0.0	49.601003196583356	73.25524333261846	98.44165195242849	98.15996099423302	31.976868275653427	0.0	83.00256310346482	83.17432091286544	97.48735439541527	0.0	55.01230530792671	72.21844916221063	81.19842901558341	25.985758234033135	36.62692745261742	35.30197642590699	31.975273195432706	5.33946080781211	29.3204686028295	11.99665409972988	7.998846637207711	265.02281513812267	139.34602159390926	85.86083067889454	40.29639597167509	69.90854449827216	10.998130307793758	7.338971298985564	57.926852619526635	54.29412947302285	79.18258933849211	58.92315189342889	127.65817161939863	0.0	59.9400032707319	17.995803642593298	0.0	0.0	11.99729695188453	35.972190126625556	119.76471849760503	0.0	27.64764076301773	5.659564860457879	65.94470084441129	71.22923212861815	93.16886372233942	69.87673214417106	129.4342266424101	145.27629521955404	95.8714313739482	81.41805438081035	0.0	6.658990438856726	23.98694307764643	44.30173313831146	0.0	0.0	0.0	0.0	23.988695425161545	59.60187029024747	8.338987545691754	26.268146376377278	0.0	0.0	0.0	43.97462304694458	13.657365775002893	100.19344685010627	0.0	37.63416915092832	57.94113214729953	45.645532210211734	28.665455910093627	44.97284736020619	0.0	0.0	77.88315543700831	48.611021952146565	73.91709508161541	153.71048296841988	63.93413727672973	139.80160289671113	36.633509511942314	27.986426614042937	33.98171968330271	13.656746681607764	575.7477301569943	74.99796017911834	180.2451300220429
PWY-6760	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.001843362723111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6876	2548.1960868423466	851.7556040416727	2128.11286631652	2416.15978830879	1438.494500341611	1411.6600095602453	1555.73331394157	1688.2563403842962	8982.563347814812	3755.1848535930276	6650.622347642995	10910.79478744499	7553.6929930628585	4229.01781800006	4537.215035691458	7620.111074993598	6862.280959665721	7190.61914892084	7282.478325513451	7045.794195613472	1634.232186541943	1570.7159311886473	873.8769988936775	3144.4407587668484	2825.116733929732	1757.052047085111	1353.2350106706708	2991.3354717835946	10235.78166663244	7567.234905104587	6729.692468230508	10071.952610570375	10290.720010407003	9277.523894636084	8996.389657622736	7587.3615569729745	6860.240338050035	6557.942296745433	10048.23181429512	8708.095346833366	2926.7021544938452	2819.300854269036	3603.8109819321276	622.9005559246002	4207.46667005968	3751.0321265974208	4599.872827026608	11172.784705456568	10760.905127050144	10737.928445100393	10689.198353362006	7875.487585619741	7540.567313047129	7667.909123504519	8202.562194977734	7697.168924303659	6650.107166618491	15312.684632017936	10508.974545629806	5418.898299323675	2277.340777491382	1992.988477981416	3594.8572562278578	2981.3352364931225	2501.616784548071	2139.707591897045	2697.0279351456293	5919.14736903261	10384.739079029616	9749.661749600713	7091.546954007426	4572.504689859439	6691.544345871446	8856.056933176273	9611.619217669344	8944.4589660719	13589.51007047207	11228.573975193738	3863.5433893518066	5597.204070767369	3841.469718037341	3415.3453607989572	7059.754085107662	3107.461542907024	4855.225056909178	3939.723398911667	738.2430840272426	2826.9529520532	14571.002007459321	7635.551455359858	15402.968615359508	10269.793145639693	11190.082702660333	13784.14011675963	5465.373944759884	18230.419339867545	13637.915604071522	9995.436879299974
PWY-6891	5770.748627981809	6528.954302484004	9406.364446470247	7201.6031651065705	9441.793307138452	5117.09646284239	5164.710234251751	6494.323634637368	4846.013261297858	7059.563989106394	6991.410038040569	3729.596587540575	2016.3546118954007	5432.024602376004	4006.5391147056357	7359.443190024331	2645.997591961153	6192.186016109505	4659.145340894788	4045.1423830452127	8723.16850575912	6903.647767819282	5914.440710366129	6274.0235906507305	9319.27514509803	7644.034084843617	7841.607339955499	11609.505272257076	7811.908183275569	7867.3173041926175	6818.0674889352185	6741.426187662361	6164.650147866933	5826.650961495964	3886.6951541568774	4288.416348278755	2784.194398616921	4057.5510091695987	3993.5230069753097	4855.925326565127	11092.890597003709	11015.144534932724	14510.925265579983	4199.841827874114	7911.384590543925	7539.839571793865	6291.444231314548	5950.11318499011	4774.766347776933	7397.435303394068	4301.324991458106	2086.7847950377754	4229.405039915774	4466.866382807041	3851.248353887355	4372.827336283725	6695.817313032471	6343.517025198095	5068.379088648336	6204.307082017883	6459.924480070692	6999.722842696434	5964.030583282013	4982.074128920182	3360.7807203887305	4220.594621888882	4980.745969347955	5438.743615088032	4831.185532234684	3289.8194327305914	2872.4285074768986	5323.68940126422	2313.5062282904714	2290.120375335874	2071.3686267006356	1893.0297422288052	5140.739151414707	1865.2186730236865	7912.68485945214	7816.795610171543	8385.29753306129	8469.277080091275	9252.152083500812	4756.841199229898	6343.331019694708	6004.849557968423	6837.536808092754	9387.61807639212	6471.010277472831	9104.036208815429	7308.836667300454	4875.429153555267	4907.986023903826	4496.17353910749	690.5686333401509	6844.985347165864	4812.011864566432	4493.551734292319
PWY-6892	4347.972207086278	9530.350146249833	8508.17274971124	7974.76682990177	5025.076067358892	7645.098458984595	7304.630648650022	8348.505620124435	4627.48489731994	11879.367786163662	11685.925714158011	7494.318644041516	2972.4023629917037	8341.101965617614	8713.584979990754	11656.000562646888	3336.928894693481	11402.03610652326	10517.728923954828	10007.927525992327	8663.460048944828	7952.560926063981	6690.431898432461	7400.441259487712	4871.824738691178	6669.662664788209	6809.580841875732	5498.289583720998	8619.524573083467	8026.095643127867	7828.930512771948	10280.692139977435	8376.962500409934	14380.556444210035	11955.011791091816	7774.16052734559	6790.248676705674	10251.139859629522	11962.828255503795	14705.507701370916	8106.169381518015	9699.683899314954	13272.836364707995	1436.8873071466394	7844.281161588496	10277.814455480528	6856.60801749422	15215.970017455416	4549.91145297045	12351.729095226545	5648.573333009432	3178.470671675745	9723.617303555951	12517.474883740284	11818.113638202565	6930.467294758919	14073.102716179043	14986.041943874565	15993.572885123805	5053.682152804351	6592.461733080591	9094.208789795663	9315.500271742647	4361.711100712119	4938.101595488082	6353.701014363139	6779.333373764949	3730.9812126843303	9344.755635201143	5985.02145480554	3252.1264947626078	10282.105814451148	12660.158417329358	9684.988714845193	3288.5628035837426	4940.829314635346	12932.323310088897	7240.673833732726	4791.893956073708	8702.83170359721	8915.510750720652	8267.925120701862	5172.725508274091	5951.320018532879	7538.791892347568	7314.616301174013	3937.04177744362	5486.412600822096	6444.2159931841015	10408.174354311328	5973.883234445177	8224.703625228685	11750.813356980982	12051.507827447882	2134.336040968902	19936.43060653396	8313.409501177715	11452.572771857136
PWY-6895	11684.891507686212	10832.81397867237	13828.414260326714	13007.124434020052	14851.219738613509	10557.132569112448	8785.013925713538	10681.433874390425	13822.676715395088	8481.752471993113	13469.113692065534	9373.168284181116	7735.315962776035	8680.78610694731	9650.530155657778	13113.871094709633	9123.315261390197	11821.942093848807	10851.616184494553	10617.020726545223	11486.628777494338	10265.344260699609	7509.542750755074	10574.802569419788	15656.034997063509	12420.572423194866	12134.705549711094	17597.603023654152	18081.845337119143	15581.53650319776	13494.931217337857	15731.060606881372	14355.744629551979	14637.357306652551	11088.968235479662	10863.709825640768	9724.392897649828	9496.453497628649	10643.546033435909	11517.894885631278	16830.247287790084	18560.178798916182	23345.572152778193	11453.499165936442	16446.23598389122	12723.25057051476	12240.550048293075	14590.107149885594	14023.16134360656	15975.46954374477	13746.948865400407	8305.842462191373	10780.928994170607	11667.848611902094	9398.380111420265	13731.770974591394	13328.304215895589	16694.73098683747	13987.089247152817	12960.918411449371	10636.168502659546	9753.089363885196	12257.082166891172	10535.442893604819	7758.655783484981	9740.06904293076	10488.977308840202	12608.557854542109	13430.068601830857	11283.853669022112	9729.663758063463	10676.218147498494	8049.117693950306	8613.172482644055	8269.725824044719	7560.068372147084	14974.537936384882	7664.2005815089	17228.18114025986	15301.643205791626	17020.804727115756	15934.404402391578	19181.673347348496	9350.825337478936	12454.307132190948	11433.574327911878	12449.415036185515	16271.107278006926	17998.94428767172	16282.084761853095	21847.382287684362	12728.311220882433	13343.371973476631	13433.05906702978	3109.631462422592	19204.81112217173	14505.943283505956	11102.566478562212
PWY-6897	19586.5740684256	20157.338864224886	23667.204276364013	21672.228324277363	23230.057263790786	20055.01970487738	17159.714674407252	19960.664882895027	25222.43695137692	13287.55806871071	17083.088158942137	15399.940036202908	26087.925394235008	11151.085357604077	14548.154161450097	15860.075203288907	23247.707238969782	14885.594338840749	15822.954187061841	17417.910348496287	21658.03780088968	18208.69385920794	14942.200336067934	17655.282495585834	24341.63214400658	20507.010975740624	20605.625767380156	24631.90740710397	26227.68428069346	20188.354061535563	17400.47432519642	22976.336731465857	20975.825506759396	22911.81712493659	20131.566076380608	17197.847211424527	25442.876235635944	13889.28942816981	17694.604296523987	17046.584958953055	25898.800521049143	27300.41671879971	36587.44094546693	20208.536497871573	24968.1517393913	22389.965657485634	18344.822747593324	22466.15713529541	26523.02557713978	21910.30491835767	29804.385855762066	32287.566360481047	17089.983967901637	19032.88137668946	14380.536247313483	29098.4637149104	17237.971969471284	27548.415993632985	24380.57607115126	19338.54412730495	20077.63301859249	20323.699779538583	22932.43555536144	20135.62031511411	18253.306912356846	21665.931057444697	22379.00014390579	18400.84880428224	23595.900611138815	28107.69383406683	23670.44910176585	13868.12836930014	20776.47789000577	27319.629399744674	32318.708365432372	29505.028597717603	28054.6000114675	33579.74933795144	26906.76268318458	26574.966736624207	26625.48346263678	27324.699324586247	26294.7596818569	19114.678093713326	25106.162378978817	23337.26081133336	15394.543919390324	19383.665098331607	31695.405416574427	19650.932482329652	42372.01151056974	20696.084645956085	22720.169210521966	25967.487759336887	24488.282896788583	33896.55984962705	28602.5401671484	17027.986306034196
PWY-6901	5683.549805128573	10274.888330975244	10618.21027729569	11076.006529881044	3749.553995667227	5248.817508932393	7150.220968708651	8843.586827093226	8769.05335165031	13941.253606655198	14175.449805390783	9525.637620048556	6843.615366717681	10096.676326669913	8497.758411027326	12562.944426306542	9091.002400244808	10909.839037519709	9819.427171637124	10188.544845241297	8633.726911651742	9115.542130331523	7550.793353594598	11150.504993809865	8493.081289497348	6684.4744269108705	6259.502020666347	9237.514153727368	15805.522020065155	17980.810585721465	11519.455441108008	17944.01849170098	15042.657321683335	15193.407577870521	13033.978722775266	11040.200409263274	10827.262438615424	12603.229102383208	10516.667828047073	13071.248546292354	10544.11399807742	11158.570520058303	16814.35859943992	5323.921336388233	14430.872558931069	12541.0276103926	13781.887180486223	20372.580304462776	12882.821795094087	16552.469734907903	10076.978723080292	8459.79305873456	12391.012075320308	12244.274716613358	12856.969195777026	13062.95755772801	16102.11715796873	21752.946852106248	15965.483493205338	10081.591357791387	6502.664894636649	10250.80120768846	12697.43786035269	5932.438218441564	4014.9963035618075	5566.330600258201	7440.44952054565	8857.771246646696	14120.501235111453	11555.439718041258	8463.459045366932	10858.85542565799	13554.844471205479	13827.763105260474	8946.557422454143	11197.568029342987	19044.83485825612	15996.44406987498	9775.75046683085	12461.855025214847	14372.2683568103	13677.309051179393	14213.403002746707	7222.214652560975	12613.96516556757	11674.043485572616	9433.972621299787	13675.488860634172	24384.39943995325	17192.274409486963	20739.40428992435	12541.972428682695	12613.033173418544	15662.789253052208	5402.070558881367	20819.749759185095	20451.934823518477	10523.830492819168
PWY-6906	1.4908228130037129	0.0	20.86884571591429	3.956874742554453	2.9079851749631818	0.0	6.061072395127403	52.30119992177992	1.4620300100972228	0.0	0.0	6.347646464687516	4.882629298839207	14.353644577037093	7.345324657413846	0.0	0.9876101988018241	39.891907870883536	38.51023363952268	40.17973377084394	1.971748801202859	0.0	3.682222029838108	59.556013704312676	0.0	0.0	4.395441020784051	10.127881616128581	21.26536225969468	55.78262350611835	27.84184249040817	26.57903064272813	0.0	33.75587515199922	42.59286279427985	99.4997894792155	21.268284303897644	29.353704875811836	44.29523068261354	102.81611262553076	44.699245957386026	9.575652291445037	55.24960760956917	5.502900292892006	0.0	23.340137993304186	28.432308205742437	0.0	146.3508382031021	40.34413136745465	23.12096909685083	0.7425531619911413	2.3682743910065347	26.360589298875876	47.18116375265837	20.3070602152722	12.49580366729275	125.16484015894909	10.603534373625918	4.838095073077155	9.16459831385762	0.0	4.582862445010101	15.77439968580532	5.075537301079248	13.271222939663414	22.179581918109882	1.2370741053602847	24.873916542322082	5.453519671464576	0.0	50.20299253111764	22.98106937047141	0.0	0.9374581399708264	3.6660413162401424	32.36225047438945	0.0	5.481258386040221	4.488709877492075	8.474170176759783	29.317742398242025	2.3808486569288023	3.6645525181834038	15.204426433769491	11.237317946191133	3.448303648324802	3.4437738423210185	23.804693909486332	45.99594385813825	13.644557384168477	16.050524649814506	0.0	15.463917286617532	1.2279601160774218	8.388086391399739	69.76892926257469	11.387441455205643
PWY-6919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.434782608695652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6944	52.38322248342957	0.0	102.27411058179655	120.86347992326323	71.80968225136687	16.047015727064704	104.0313356255485	294.20922631152547	526.2040932892401	220.52318039230923	733.7927819919049	173.71398435735307	369.0361222697784	359.09169526581445	527.5359349940209	702.6483168203948	519.1792542807789	550.8210048088105	579.9565910764712	415.30115060423367	63.62158382445714	59.16874554394821	46.267484184540955	277.50413318419527	154.5940132170624	81.45166580508999	129.75659203347595	158.46713301357457	1127.4398759276871	1086.1627145410125	987.1345159446302	1117.0951407686268	739.8722050555015	1048.5358830041955	1093.2363899123131	740.222094818888	207.51984694264945	517.2319553994926	752.7682007850367	1046.1522054444285	148.33164433051624	61.63857885952642	78.96556771387	69.24762512640622	226.5952934104634	221.01626460030326	661.1347297431222	338.5057736075146	848.0297918738629	564.6455120241022	791.3750688511483	416.52188637968084	409.6054677016087	816.6138964894068	806.8775777542817	810.2418138017894	851.9148942904205	2387.796361371431	1329.0243511641752	137.76397729341468	49.91596149174708	70.7596735859311	316.06216223405534	263.84946807376883	143.366254710914	170.33719001540115	235.6578143932519	463.2291877276951	955.5575485174999	780.598742187892	428.67781746210903	765.0415639703549	801.5091154919843	1364.9884957388283	571.198510941828	684.9091700810607	2296.4205651009866	1559.1245640543616	86.25269251123768	23.31199511569246	143.48507873751478	123.04284487959345	223.0145424659263	122.3500910486195	207.6733654886632	115.43755947344454	615.3363336679686	29.597742576882844	2348.471788898752	624.3220825931012	1743.4151041504751	543.9541775298095	686.2280788744055	1223.429604161465	197.77597215986387	1596.1268934057518	2233.386123831386	925.4137659169411
PWY-6948	39.18443801016659	0.0	101.93886336459921	77.23036200271606	118.10700470327886	15.424626903901057	118.75962712841496	187.5442545002758	1770.3300884491507	246.61561860525603	1923.3421158503709	131.42062982563687	1965.060018770879	499.07384388750563	1230.447612781318	1565.8511955741785	1347.212010155423	1452.9659943872825	1709.0433019040195	1914.6570540275243	45.138290734393884	119.46152788463428	44.52220525552344	275.47816839633964	185.06956286178144	92.32995796667778	84.26733689875576	178.46130062259382	2660.519771145772	1381.9491739085051	2029.799141817127	1783.1653115487757	2165.5904663822535	2186.202360357672	1984.3823880092584	1237.4935324859944	2753.92516653532	1390.08409764171	1746.7240750730193	2047.0687425613498	137.0803310856655	30.609457924260038	69.14249622831178	61.192180796358066	222.7987698503735	216.43215682445663	545.7345390654328	208.37035601543522	1373.576175082682	567.2232094651637	1715.4574752284823	3591.087833942213	2173.4161858719103	2390.803349825318	889.447628425557	3561.2439060067636	2648.452436288162	2647.066575594936	2003.6114183489522	165.4727398289483	31.285496549732056	63.10046481941721	392.64597214566936	471.40401083178426	223.23069853290244	232.47473187681376	269.3107588988835	1272.1155447256012	1463.503256054789	1345.5246716576808	1548.5849131488314	1227.6857979795443	994.7680501201959	1554.6617756655583	2416.2650792375434	1316.4558151063488	2369.545567252707	1711.7524636615046	106.1669348382667	12.148790290365907	152.32655712485905	71.00190216851004	211.8669673688798	138.56451445687182	114.36040586352419	82.10533599620027	1341.3215326036495	20.849891898645605	2958.2594285752143	716.3138864404925	5006.178800457276	1678.6992796990455	1442.9906259644652	1426.5856812298073	1953.355216361345	3591.222089133099	2360.7465250283753	1235.0778702922034
PWY-6957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.58312125213484	0.0	0.0	205.9481065097221	298.5637078421014	367.23373553132075	305.4305201287511	0.0	0.0	0.0	64.96691829263436	0.0	0.0	0.0	0.0	0.0	103.61723145077538	0.0	0.0	0.0	337.47523145161153	200.70062181583577	0.0	101.3327986638759	142.85214818818585	72.65828609647465	139.71354579404067	110.25868100528919	0.0	0.0	0.0	0.0	0.0	278.30011015732066	466.7835649994907	198.1222716055903	0.0	0.0	0.0	0.0	138.60508156239962	0.0	223.28382015224472	108.83456878594795	526.7959294635734	165.9571604393999	0.0	0.0	79.204741381555	71.99285088374596	0.0	0.0	0.0	0.0	0.0	227.15253755442302	11.854628805321925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.76299636760038	0.0	0.0	0.0	98.38161816176512	0.0	0.0	0.0	0.0	45.10304189815079
PWY-6969	28595.16716818263	26904.572456658247	32696.647079406768	29316.990796023965	32406.407488816545	26773.488920180866	22947.321097749456	26219.947056799017	39000.04454374326	22193.53541230745	31192.72659864339	26952.53594153063	38274.87456817991	20565.535281104032	24297.59299168748	28315.59048481686	33849.17173398118	25481.053722166347	24413.22631291664	27311.52788179964	29285.889963619826	24883.114514122186	19882.569718382634	25567.08373249772	35045.724544731704	28505.7859226061	28022.7373686406	37003.6525121221	44202.83444136026	38033.604447168946	32285.45692516248	41048.21307181352	32708.021117979002	37641.85916045415	30188.46473753999	27352.29627010922	38497.83425144797	22564.125932062776	25175.953903724734	25831.99910229097	35790.6541087713	37910.52869543857	49996.665922444736	34869.33832854675	39368.613718316	32339.415415049374	29826.33999008896	36769.85126871119	40221.348612407644	36465.88104051897	45233.96680326203	47879.09174685043	27093.21220122543	29027.785513785107	22309.66220927422	45613.378680094334	30154.413903662473	43300.96881061727	36129.2696467394	31078.431119096404	27659.841663006246	26736.97509240615	31898.390140676514	28648.46696447496	24567.628728143252	29777.46983925595	30526.328707330777	31661.378976434797	36512.034520673245	42062.03611845517	35984.78714673801	25781.387514933536	31478.513338120032	39991.49836497872	46581.24181821424	42833.711245449165	42017.058237984114	47860.778317978285	38043.140321543346	36537.46362194765	39298.633681624364	37337.78069363296	47640.268798555124	25920.25265176016	35110.23871339062	31992.574061853808	30827.774472005938	41767.63603711185	53064.810379442606	38467.43620882775	62036.546934341706	30386.78055281797	33696.34958859143	37489.36646081122	35264.40512006052	49704.41245804088	43987.246877977	24897.676510282592
PWY-6992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.0335690931134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.991394540843919	24.969903233030394	29.961300332933252	29.943744120121284	14.988660764097203	0.0	0.0	0.0	0.0	0.0	7.494189763472284	54.648211640636525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.80668859147087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.491872089338598	0.0	0.0	0.0	0.0	0.0
PWY-7003	4978.145396932807	7367.111954277692	7255.237324807206	4624.082951793499	3854.5845635317746	5288.702552102191	4617.432326379149	5366.758452488108	6062.584004176321	10964.130317964768	10909.060604303622	6034.280587380449	3084.8087591464855	7089.9875238572495	5831.765070254093	10206.997718872828	2707.5434239313513	8826.708476682747	6962.559475812573	6518.174697079572	6440.183413031937	5768.074807881059	4886.9952612848665	6094.61009296119	4243.274205874844	5540.704300962843	4343.3605136166625	3725.020868472162	9549.673525350161	10386.506249208933	7700.672433308542	9276.48184347476	7977.451598605584	9984.995055205889	6545.231175626794	6454.756238261353	5046.492912126719	7781.107914694567	6674.105098040492	9231.270910751788	7325.992524224456	8880.936413933021	10327.276078971276	1064.7590921955398	7343.435845159975	7304.0842563988335	6424.928253497456	7845.483674154066	6164.8751816592085	9914.423753306999	5406.914272619014	3120.70819321865	6893.901132059642	7397.393107992608	8022.30155529142	5833.531766523892	11176.89718069813	10833.940076901199	8930.261584775115	5595.022486924119	4476.686954617556	6523.465438348578	6280.433386151728	3937.08648658722	3031.4452257809953	3626.2995972342737	4263.250866307009	5550.443730986057	6802.651355300268	4600.239343599733	3733.451282604122	7136.891141631981	4540.764848158906	3773.7385908779756	2986.5108322220995	3043.6062050159408	8395.810537717212	3122.513817615239	2734.5429634441175	5070.72270021343	5520.429688061806	5376.065772368297	6721.5840955064505	4702.154071769904	6753.378085047004	5993.364608935083	6962.993864883229	10211.15451366937	9109.939769549028	10492.403651183113	8683.4416197846	5850.192438850822	6624.173804788008	6909.964934853511	1080.3753374583127	12138.205526816782	7818.151470674997	6891.214390525932
